,tweet,tweet_length,tweet_cleaned
138,#<e>Obama</e> seems I was absolutely right about the <a>Libya drama</a>. ambassador left for dead executed by Al Qaeda  admission http://t.co/NKfLDIVWâ€,153,"['Obama', 'seem', 'absolutely', 'right', 'Libya', 'drama', 'ambassador', 'leave', 'dead', 'execute', 'Al', 'Qaeda', 'admission', 'http']"
139,Team <e>Obama</e>  all day,26,"['Team', 'Obama', 'day']"
140,@thedailybeast <e>Obama</e> took the right stance i the debate.,63,"['thedailybeast', 'Obama', 'take', 'right', 'stance', 'debate']"
141,"If you don't want any changes and empy promises, by all means please <a>vote</a> for <e>Obama</e>. #actuallydont #worriedforthiscountry",135,"['want', 'change', 'empy', 'promise', 'mean', 'please', 'vote', 'Obama', 'actuallydont', 'worriedforthiscountry']"
142,"Republican Steve Schmidt: ""Clear <a>victory</a> for the President."" CBS snap poll: <e>Obama</e> wins http://t.co/k6GRAmWi #TeamBarack",133,"['Republican', 'Steve', 'Schmidt', 'Clear', 'victory', 'President', 'CBS', 'snap', 'poll', 'Obama', 'win', 'http', 'TeamBarack']"
143,<e>Obama</e> #4moreyears !!,27,['Obama']
144,"I value my <a>education</a>, my <a>womanhood</a>, my future, my children and I embrace <a>diversity</a>. <e>Obama</e> stands for all of that #Team<e>Obama</e>",158,"['value', 'education', 'womanhood', 'future', 'children', 'embrace', 'diversity', 'Obama', 'stand', 'TeamObama']"
145,"I'm not voting for <e>Obama</e> because he's black, I dislike <e>Romney</e>'s policies, <e>Obama</e> just happens to be black.",126,"['vote', 'Obama', 'black', 'dislike', 'Romney', 'policies', 'Obama', 'happen', 'black']"
146,@ReturnOfDaMAcks darn bro now I feel bad! Sorry sweetie* but <e>Obama</e> when in today- <3,91,"['ReturnOfDaMAcks', 'darn', 'bro', 'feel', 'bad', 'Sorry', 'sweetie', 'Obama', 'today']"
147,Hey <e>Obama</e> what did you say your future plan was again? Oh wait I couldn't hear u over ur terrible presence and wasted <a>promises</a>.,141,"['Hey', 'Obama', 'say', 'future', 'plan', 'Oh', 'wait', 'could', 'hear', 'u', 'ur', 'terrible', 'presence', 'waste', 'promise']"
148,New pick up line : yo you like President <e>Obama</e> ? Yeah ? yo I work for him #AirForcePride,95,"['New', 'pick', 'line', 'yo', 'like', 'President', 'Obama', 'Yeah', 'yo', 'work', 'AirForcePride']"
149,"Great piece! ""@AnnCoulter: ...No, <e>Obama</e> Didn't Call <a>Benghazi</a> ""Act of Terror"" in Speech - http://t.co/aCRn9QVx"" #tcot #p2",134,"['Great', 'piece', 'AnnCoulter', 'Obama', 'Call', 'Benghazi', 'Act', 'Terror', 'Speech', 'http', 'tcot']"
150,I really hope <e>Obama</e> and <e>Romney</e> fight it out with <a>drones</a> in the next <a>debate</a> - two US citizens enter and neither leaves with due process!,163,"['really', 'hope', 'Obama', 'Romney', 'fight', 'drone', 'next', 'debate', 'two', 'US', 'citizens', 'enter', 'neither', 'leave', 'due', 'process']"
151,<e>Obama</e> <a>won</a> this debate. Whew. Can go to sleep now.#<e>Romney</e>GOgringoGO,87,"['Obama', 'debate', 'Whew', 'go', 'sleep', 'RomneyGOgringoGO']"
152,<e>Obama</e> <a>won</a>.,24,['Obama']
153,"â€œ@billmaher: Not cool: after <e>Obama</e> and <e>Romney</e> cross paths on stage, <e>Romney</e> checks for his walletâ€ (I snotted myself on that one!)",154,"['billmaher', 'cool', 'Obama', 'Romney', 'cross', 'paths', 'stage', 'Romney', 'check', 'snotted', 'one']"
154,â€œ@Hailey__May: I like <e>Obama</e> !â€ *Unfollwed,52,"['Hailey__May', 'like', 'Obama', 'Unfollwed']"
155,Proud to have #<e>Obama</e> for Prez and representing #CHICAGO and the #USA.  #<e>Obama</e>2012 #<e>Obama</e>ForPresident,121,"['Proud', 'Obama', 'Prez', 'represent', 'CHICAGO', 'USA', 'ObamaForPresident']"
156,#<a>Debate</a>   **<e>Obama</e>**,33,"['Debate', 'Obama']"
157,"#Debates2012 ><e>Romney</e> was on an interview and didn't know the answers to the questions.  So, DON'T give him the job!  #<e>Obama</e>2012",141,"['Romney', 'interview', 'know', 'answer', 'question', 'give', 'job']"
158,@rauldemolina <e>Obama</e>!!,28,"['rauldemolina', 'Obama']"
159,It took <e>Obama</e> 2 weeks to say Benghazi was a <a>terror attack #fail,73,"['take', 'Obama', 'weeks', 'say', 'Benghazi', 'terror', 'attack', 'fail']"
160,"@BretBaier @FoxNews @megynkelly   <e>Obama</e> blew his credibility for the whole evening with his ""lie"" about his first response on Libya.",139,"['BretBaier', 'FoxNews', 'megynkelly', 'Obama', 'blow', 'credibility', 'whole', 'even', 'lie', 'first', 'response', 'Libya']"
161,"Well as always <e>Obama</e> did nothing but lie, spew rhetoric, & give<a> empty speeches</a> &<a> promises</a>. Just like the last four years...",144,"['Well', 'always', 'Obama', 'nothing', 'lie', 'spew', 'rhetoric', 'give', 'empty', 'speeches', 'promise', 'like', 'last', 'four', 'years']"
162,"CBS poll gives <e>Obama</e> 7 point<a> victory</a>, far less than I thought they would. 1 in 2 undecideds gave <e>Romney</e> edge in econ discussions. Hmm.",155,"['CBS', 'poll', 'give', 'Obama', 'point', 'victory', 'far', 'less', 'think', 'would', 'undecideds', 'give', 'Romney', 'edge', 'econ', 'discussions', 'Hmm']"
163,<e>Romney</e> is only good at insulting <e>Obama</e> never actually answering the questions he's asked... #team<e>Obama</e>,123,"['Romney', 'good', 'insult', 'Obama', 'never', 'actually', 'answer', 'question', 'ask', 'teamObama']"
164,I just made a donation today to support President <e>Obama</e>. How about you? http://t.co/vZYl4n72,99,"['make', 'donation', 'today', 'support', 'President', 'Obama', 'http']"
165, i'm afraid the rubes that believe <e>Obama</e>'s rhetoric will never see the light. i'm certain the<a> liberal media</a> 718will say <e>Obama</e> won.,151,"['afraid', 'rub', 'believe', 'Obama', 'rhetoric', 'never', 'see', 'light', 'certain', 'liberal', 'media', 'say', 'Obama']"
166,#debate  Honesty here. Debate was good TV. <e>Obama</e> made up for lost ground. <e>Romney</e> maintained his gains from last <a>debate</a>.This was a DRAW!,156,"['debate', 'Honesty', 'Debate', 'good', 'TV', 'Obama', 'make', 'lose', 'grind', 'Romney', 'maintain', 'gain', 'last', 'DRAW']"
167,.@MsLaceyLogan <a>Recession</a> was the inevitable result of the Bush-era fiscal<a> policies</a>. The ? was how bad it would be. <e>Obama</e> softened the blow.,160,"['MsLaceyLogan', 'Recession', 'inevitable', 'result', 'fiscal', 'policies', 'bad', 'would', 'Obama', 'soften', 'blow']"
168,"If I want to go to school <e>Obama</e> needs to win this <a>election</a>. My parents don't haven 40,000 just sitting around for me.",131,"['want', 'go', 'school', 'Obama', 'need', 'win', 'election', 'parent', 'sit', 'around']"
169,What has <e>Obama</e> done in 4 yrs? Please don't say <e>Obama</e> care that ain't in affect till 2014! Please explain?,119,"['Obama', 'do', 'yrs', 'Please', 'say', 'Obama', 'care', 'ai', 'affect', 'till', 'Please', 'explain']"
170,<a>Healthcare</a> IS political! <e>Obama</e> vs. <e>Romney</e>: How they differ on health care issues http://t.co/iAYBuj3Fâ€  ðŸ¥ #healthcare http://t.co/5SHZbJR3,164,"['Healthcare', 'political', 'Obama', 'vs', 'Romney', 'differ', 'health', 'care', 'issue', 'http', 'healthcare', 'http']"
171,â€œ@thodson: Local Athens rabbi says the comment by #<e>Romney</e> last night about women in <a>binder</a> was not a joke to her.@woub for <e>Obama</e> rally.â€ #fb,165,"['thodson', 'Local', 'Athens', 'rabbi', 'say', 'comment', 'Romney', 'last', 'night', 'women', 'binder', 'joke', 'woub', 'Obama', 'fb']"
172,"Fascinating graphic shows 2008, 2012 races. <e>Obama</e> downer. See at http://t.co/rkN96MHE #mitt2012 #teaparty #lnyhbt #tcot #tpp #twisters #crnc",147,"['Fascinating', 'graphic', 'show', 'race', 'Obama', 'downer', 'See', 'http', 'teaparty', 'lnyhbt', 'tcot', 'tpp', 'twisters', 'crnc']"
173,Ohhmyy o<e>Obama</e> is getting destroyed by <a>debates</a> he's lost 2 atm <e>Romney</e> is puttin dirtt inn #USELECTIONS,122,"['Ohhmyy', 'oObama', 'get', 'destroy', 'debate', 'lose', 'atm', 'Romney', 'puttin', 'dirtt', 'inn', 'USELECTIONS']"
174,<e>Obama</e> Needs To Make Up For First Lackluster <a>Debate</a>: President <e>Obama</e> faces a challenge in the second debat... http://t.co/tJAvQuXw #<e>Obama</e>,164,"['Obama', 'Needs', 'Make', 'First', 'Lackluster', 'Debate', 'President', 'Obama', 'face', 'challenge', 'second', 'debat', 'http', 'Obama']"
175,"There are lies, there are damn <a>lies</a>, then there are <e>Obama</e>'s <a>statistics</a>. @RepubGrlProbs",107,"['lie', 'damn', 'lie', 'Obama', 'statistics', 'RepubGrlProbs']"
176,#<e>Obama</e> promised <a>transperancy</a> 4 yrs ago as a part of his own #sketchydeal. Here is what we got instead http://t.co/O71nDEy0.,137,"['Obama', 'promise', 'transperancy', 'yrs', 'ago', 'part', 'sketchydeal', 'get', 'instead', 'http']"
177,<e>Obama</e> steps up criticism of <e>Romney</e> in battle for <a>women</a> voters: President in Iowa pokes fun of <e>Romney</e>'s 'binders ... http://t.co/0p2dDPPY,164,"['Obama', 'step', 'criticism', 'Romney', 'battle', 'women', 'voters', 'President', 'Iowa', 'poke', 'fun', 'Romney', 'http']"
178,I uploaded a @YouTube video http://t.co/pzQERuIY <e>Obama</e> Wants To Cut <a>Military Spending</a>?,100,"['upload', 'YouTube', 'video', 'http', 'Obama', 'Wants', 'Cut', 'Military', 'Spending']"
179,"Bon Jovi, Springsteen hit campaign trail for <e>Obama</e> - USA TODAY http://t.co/BHRllICs",90,"['Bon', 'Jovi', 'Springsteen', 'hit', 'campaign', 'trail', 'Obama', 'USA', 'TODAY', 'http']"
180,Google News: <e>Obama</e> comes out swinging after debate - in swing states - Reuters http://t.co/aGgDnUT8,106,"['Google', 'News', 'Obama', 'come', 'swing', 'debate', 'swing', 'state', 'Reuters', 'http']"
181,"Speaking of journalists following suit for <e>Obama</e>, Crowley seemed ready to interject the <a>Rose Garden</a> transcript for <e>Obama</e> last night.",153,"['Speaking', 'journalists', 'follow', 'suit', 'Obama', 'Crowley', 'seem', 'ready', 'interject', 'Rose', 'Garden', 'transcript', 'Obama', 'last', 'night']"
182,Fact-Checking <e>Obama</e> and <e>Romney</e> on Apple and China http://t.co/gqTYB2fM via @mashable,98,"['Obama', 'Romney', 'Apple', 'China', 'http', 'via', 'mashable']"
183, If Herman Cain was running against Barack <e>Obama</e> wouldn't nobody be into the election,92,"['Herman', 'Cain', 'run', 'Barack', 'Obama', 'would', 'nobody', 'election']"
184," I need to see the <a>debate</a> from last night!!! Hope <e>Obama</e> destroyed <e>Romney</e>, cannot stand him.",112,"['need', 'see', 'debate', 'last', 'night', 'Hope', 'Obama', 'destroy', 'Romney', 'stand']"
185, Obama all the way,18,"['Obama', 'way']"
186, Wasn't Obama president the last four years?  Enough!!!,55,"['Obama', 'president', 'last', 'four', 'years', 'Enough']"
187,#comment-4479427 http://t.co/yAxEi8j9How doesa anyone think ANY one can <a>make more change<a/> than <e>Obama</e> has in <a>4 years</a>- THINK ABOUT IT,151,"['http', 'doesa', 'anyone', 'think', 'one', 'make', 'change', 'Obama', 'years', 'THINK']"
188,<e>Obama</e> is the <a>chillest president</a> EVER,50,"['Obama', 'chillest', 'president', 'EVER']"
189,The comments are awesome --> <e>Obama</e> would <a>win</a> a <a>worldwide vote</a> â€” by a <a>landslide</a> http://t.co/TfZpFik1,129,"['comment', 'awesome', 'Obama', 'would', 'win', 'worldwide', 'vote', 'landslide', 'http']"
190,@Blazing_Ben Bush brought the US down! <e>Obama</e> is working to get us back on top! Unemployment is down to the same level it was with Reagan,143,"['Blazing_Ben', 'Bush', 'bring', 'US', 'Obama', 'work', 'get', 'us', 'back', 'top', 'Unemployment', 'level', 'Reagan']"
191,<e>Obama</e> <a>needs</a> to <a>do better</a> this second time around.,70,"['Obama', 'need', 'better', 'second', 'time', 'around']"
192,"""@BlowMyKush_Hoe: The people voting better vote for <e>Obama</e> or ya'll bitches ain't gone have no food stamps ðŸ˜‚ðŸ˜‚"" your racist l o l",140,"['BlowMyKush_Hoe', 'people', 'vote', 'better', 'vote', 'Obama', 'ya', 'bitch', 'ai', 'go', 'food', 'stamp', 'racist', 'l', 'l']"
193,<e>Obama</e> has some of the <a>most knowledgeable</a> and <a>informed voters</a> on the via youtube,100,"['Obama', 'knowledgeable', 'inform', 'voters', 'via', 'youtube']"
194,President <e>Obama</e>â€™s â€˜proudâ€™ <a>statements</a> on improving US image <a>might boomerang</a>- The Hill's DEFCON Hill http://t.co/cTKEcJaA,146,"['President', 'statements', 'improve', 'US', 'image', 'might', 'boomerang', 'Hill', 'DEFCON', 'Hill', 'http']"
195,"Go get 'em, Pres <e>Obama</e> - win this one for Seamus! And the rest of us.http://t.co/vU9XdyFZ",96,"['Go', 'get', 'Pres', 'Obama', 'win', 'one', 'Seamus', 'rest']"
196,I agree. In 2008 he did do this and it still resonates - Jay-Z: <e>Obama</e> restored faith in â€˜power of our voteâ€™ | http://t.co/c7KzDRIs,141,"['agree', 'still', 'resonate', 'Obama', 'restore', 'faith', 'http']"
197,#shitnoonesays I'm so glad <e>Obama</e> <a>fixed</a> our <a>economy</a>.,72,"['shitnoonesays', 'glad', 'Obama', 'fix', 'economy']"
198,"Really <a>Hope<a> <e>Obama</e> <a>Wins</a> this <a>Election</a> , Womens Rights are really on the line smh.. #VotingFor<e>Obama</e> #MakeSureYouVote",148,"['Really', 'Hope', 'Obama', 'Wins', 'Election', 'Womens', 'Rights', 'really', 'line', 'smh', 'VotingForObama', 'MakeSureYouVote']"
199,"@Jake_Gyllenhaal Congrats on thinking for yourself re:<e>Obama</e>.  Prepare for the hate, but be strong, you are not alone.",124,"['Jake_Gyllenhaal', 'Congrats', 'think', 'Obama', 'Prepare', 'hate', 'strong', 'alone']"
200,Jay-Z's <e>Obama</e> <a>Campaign Ad</a> <a>Inspires</a> Young People To VOTE! http://t.co/lK6nRIpA,98,"['Obama', 'Campaign', 'Ad', 'Inspires', 'Young', 'People', 'VOTE', 'http']"
201,"@MittRomney -- During 2008 debate, <e>Obama</e> blasted George Bush for $10 trillion deficit -- http://t.co/AT8Dx9vG",116,"['MittRomney', 'debate', 'Obama', 'blast', 'George', 'Bush', 'trillion', 'deficit', 'http']"
202,"President <e>Obama</e> opened the doors ofgreat diversity 2 millions of ppl, students &encouragement 4 all races, creeds & religions.",133,"['President', 'Obama', 'open', 'doors', 'ofgreat', 'diversity', 'millions', 'ppl', 'students', 'encouragement', 'race', 'creeds', 'religions']"
203,"@Tom_Francois This is why we need to strengthen <a>education</a> and support teachers, like <e>Obama</e> <a>says</a>.",117,"['Tom_Francois', 'need', 'strengthen', 'education', 'support', 'teachers', 'like', 'Obama', 'say']"
204,"Don't vote for <e>Obama</e>, he works for the government.",57,"['vote', 'Obama', 'work', 'government']"
205,@TheReidReport We can't rest until our POTUS is reelected.  It's our future. We don't need a car salesman in the white house. <e>Obama</e> 2012 !,145,"['TheReidReport', 'ca', 'rest', 'POTUS', 'reelect', 'future', 'need', 'car', 'salesman', 'white', 'house', 'Obama']"
206, @tomrutland Consensus seems to be <e>Obama</e> won but not flat out like Romney did last time. Google 'Binders full of women'. #romneyshambles,143,"['tomrutland', 'Consensus', 'seem', 'Obama', 'flat', 'like', 'Romney', 'last', 'time', 'Google', 'full', 'women', 'romneyshambles']"
207, Somebody said the only reason black voting for <e>Obama</e> is because he's black not true we voting for Obama because he's right for the job,142,"['Somebody', 'say', 'reason', 'black', 'vote', 'Obama', 'black', 'true', 'vote', 'Obama', 'right', 'job']"
208, Vote for <e>#Obama</e> calling the competition's bluff last night!i would wear my Obama t-shirt if the top man wasn't going to be in the office2day,148,"['Vote', 'Obama', 'call', 'competition', 'bluff', 'last', 'night', 'would', 'wear', 'Obama', 'top', 'man', 'go']"
209, @DreJohnson1 <e>Obama</e> won and he gt my vote..he is cleaning up something from decades ..romney thinks it just happened 4yrs ago,132,"['Obama', 'gt', 'vote', 'clean', 'something', 'decades', 'romney', 'think', 'happen', 'ago']"
210," I just read: ""Analysis: <e>Obama</e> regains his footing in feisty second debate"" on biNu #Reuters",99,"['read', 'Analysis', 'Obama', 'regain', 'foot', 'feisty', 'second', 'debate', 'biNu', 'Reuters']"
211, <e>Obama</e> is the coolest president ever,43,"['Obama', 'coolest', 'president', 'ever']"
212, @AubreyODay fyi <e>Obama</e> did not win the debate!!,54,"['AubreyODay', 'fyi', 'Obama', 'win', 'debate']"
213, <e>Obama</e> went in on Romney tonight #letsgo,47,"['Obama', 'go', 'Romney', 'tonight', 'letsgo']"
214, <e>Obama</e> For President .... #NuffSaid,42,"['Obama', 'President', 'NuffSaid']"
215, #Vote for <e>Obama</e> #Vote for obama. He the whole reason why the gov. Found Osama !,87,"['Vote', 'Obama', 'Vote', 'obama', 'whole', 'reason', 'gov', 'Found', 'Osama']"
216, @GMA <e>President</e> Obama won the debate,43,"['GMA', 'President', 'Obama', 'debate']"
217, <e>Obama</e> really went in yesterday on Romney,48,"['Obama', 'really', 'go', 'yesterday', 'Romney']"
218, @GMA I'm Choose Stay' <e>Obama</e> # Him Good,46,"['GMA', 'Choose', 'Stay', 'Obama', 'Good']"
219, @mattCmorrison44 @coreyvodicka <e>Obama</e> knew everything last night,71,"['coreyvodicka', 'Obama', 'know', 'everything', 'last', 'night']"
220," In Florida, <e>Obama</e> fans liked what they saw",50,"['Florida', 'Obama', 'fan', 'like', 'saw']"
221, I'm team <e>#Obama</e>,23,"['team', 'Obama']"
