,tweet,tweet_length,tweet_cleaned
137,Stephen Colbert says <e>Mitt Romney </e>has '<a>good shot' of winning </a>http://t.co/DNRKiijl,94,"['Stephen', 'Colbert', 'say', 'Mitt', 'Romney', 'shoot', 'win', 'http']"
138,"""@MikeEpps___: Bands will make<a> her</a> dance , food stamps will make her twerk , If <e>Romney</e> becomes president , these hoes will have to work.""",151,"['MikeEpps', 'Bands', 'make', 'dance', 'food', 'stamp', 'make', 'twerk', 'Romney', 'become', 'president', 'hoe', 'work']"
139,I know I'm just a teen but come on <e>romney</e>> <a>come on win </a>please I'mRooted for you!,94,"['know', 'teen', 'come', 'romney', 'come', 'win', 'please']"
140,http://t.co/21E6THft @AbbyBritt8 @CNNMex_ @Franchulo @JohnBelt4 <e>Mitt Romney </e>for<a> POTUS</a>,99,"['http', 'CNNMex', 'Franchulo', 'Mitt', 'Romney', 'POTUS']"
141,"Plz flw @HipHoptimum: <a>Lindsay Lohan Endorses</a> <e>Romney</e>, And It's Actually A Really Big... http://t.co/Q7OZKODc",121,"['Plz', 'flw', 'HipHoptimum', 'Lindsay', 'Lohan', 'Endorses', 'Romney', 'Actually', 'Really', 'Big', 'http']"
142,"Love Duvall...he's a Texan :) @slone: ROBERT DUVALL: Oscar-Winner Duvall Hosts<e> Romney </e><a>Fundraiser</a> http://t.co/kOJ63cFb #tcot #tlot #teaparty""",154,"['Love', 'Duvall', 'Texan', 'slone', 'ROBERT', 'DUVALL', 'Duvall', 'Hosts', 'Romney', 'Fundraiser', 'http', 'tcot', 'tlot', 'teaparty']"
143,@tdavis_12 no<e> Romney</e> has on<a> his agenda that he will</a> Thats what my tweets are about.,97,"['Romney', 'agenda', 'Thats', 'tweet']"
144, @megynkelly i am a middleclass woman who is voting for <e>Romney</e> .My <a>health insurance</a> tripling the last two years doesn't help.i deserve better,155,"['megynkelly', 'middleclass', 'woman', 'vote', 'Romney', 'health', 'insurance', 'triple', 'last', 'two', 'years', 'deserve', 'better']"
145," Media all seems to go with ""draw.""  Perhaps on ""style,"" but I don't think any objective viewer can say <e>Romney</e> didn't win <a>economic substance</a>.",155,"['Media', 'seem', 'go', 'draw', 'Perhaps', 'style', 'think', 'objective', 'viewer', 'say', 'Romney', 'win', 'economic', 'substance']"
146, No capital gains <a>taxes</a> for middle class investors?  Yeah!  <e>Romney</e> has my vote! #debates,102,"['capital', 'gain', 'tax', 'middle', 'class', 'investors', 'Yeah', 'Romney', 'vote', 'debate']"
147, Vote <e>Romney</e> because <a>jobs</a>,39,"['Vote', 'Romney', 'job']"
148," @BUCKleupBorn right, right. Sense youre so politically aware, i'm sure you know CNN immediately declared <e>Romney</e> victor last debate",138,"['BUCKleupBorn', 'right', 'right', 'Sense', 'youre', 'politically', 'aware', 'sure', 'know', 'CNN', 'immediately', 'declare', 'Romney', 'victor', 'last', 'debate']"
149, @BillHemmer Course of election is already leaning toward Gov. <e>Romney</e>.  This can only help.,98,"['BillHemmer', 'Course', 'election', 'already', 'lean', 'toward', 'Gov', 'Romney', 'help']"
150, Mitt <e>Romney</e> all the way!!!,34,"['Mitt', 'Romney', 'way']"
151," <a>Votes on Economy, Healthcare, Deficit, and Tax categories</a> all won by Mitt <e>Romney</e> tonight #Debate2012",115,"['Votes', 'Economy', 'Healthcare', 'Deficit', 'Tax', 'categories', 'Mitt', 'Romney', 'tonight']"
152," Cnn poll shows <e>Romney</e> won on <a>economy, taxes and health care</a>...big.  This will not slow his momentum!",115,"['Cnn', 'poll', 'show', 'Romney', 'economy', 'tax', 'health', 'care', 'big', 'slow', 'momentum']"
153," Both men had their points tonight. I respect both of them, but I think <e>Romney</e> is the way to go.",103,"['men', 'point', 'tonight', 'respect', 'think', 'Romney', 'way', 'go']"
154, I'm going for <e>Romney</e> #Romney2012,40,"['go', 'Romney']"
155," Ok, ok--I've made up my mind, I'm voting for <e>Romney</e>!",60,"['Ok', 'ok', 'make', 'mind', 'vote', 'Romney']"
156," CNN poll respondents also think <e>Romney</e> would do better on <a>taxes, deficit and especially the economy</a>.",115,"['CNN', 'poll', 'respondents', 'also', 'think', 'Romney', 'would', 'better', 'tax', 'deficit', 'especially', 'economy']"
157," <e>Romney</e> is a <a>businessman</a> that built businesses created jobs, and improved schools in his state as governor.",121,"['Romney', 'businessman', 'build', 'businesses', 'create', 'job', 'improve', 'school', 'state', 'governor']"
158, @billmaher Candy Crowley just admitted that she was wrong and <e>Romney</e> was right. #debates,96,"['billmaher', 'Candy', 'Crowley', 'admit', 'wrong', 'Romney', 'right', 'debate']"
159," Ill call it right now, <e>Romney</e> will <a>win</a> the election and the economy will get better by default",109,"['Ill', 'call', 'right', 'Romney', 'win', 'election', 'economy', 'get', 'better', 'default']"
160, Uhhh were you even watching? @RepublicanGOP RT <e>Romney</e> has <a>won</a> this debate without a doubt.,105,"['Uhhh', 'even', 'watch', 'RepublicanGOP', 'RT', 'Romney', 'debate', 'without', 'doubt']"
161," The mediator just came out, after rechecking the facts, and admitted that <e>Romney</e> was correct on the <a>Libya issue</a>. #debate",135,"['mediator', 'come', 'rechecking', 'facts', 'admit', 'Romney', 'correct', 'Libya', 'issue', 'debate']"
162," ""wow! I love Jesus! <e>Romney</e> loves Jesus! We both love Jesus! He must know all of the fine details of <a>our delicate economic state</a>!""",144,"['wow', 'love', 'Jesus', 'Romney', 'love', 'Jesus', 'love', 'Jesus', 'must', 'know', 'fine', 'detail', 'delicate', 'economic', 'state']"
163, <e>Romney</e> Was Actually Right On <a>Libya</a> ...that is all,64,"['Romney', 'Actually', 'Right', 'Libya']"
164," Mitt <e>Romney</e> was born <a>rich</a>, I can't vote for a nigga that never ate ramen noodles. >.<",100,"['Mitt', 'Romney', 'bear', 'rich', 'ca', 'vote', 'nigga', 'never', 'eat', 'ramen', 'noodles']"
165, <e>Romney</e> you have my vote #wheresmybinder,47,"['Romney', 'vote', 'wheresmybinder']"
166, #KSLPOLITICS Loved when <e>Romney</e> told <e>Obama</e> to sit down and wait his turn!!,88,"['KSLPOLITICS', 'Loved', 'Romney', 'tell', 'Obama', 'sit', 'wait', 'turn']"
167, I think <e>Romney</e> won this one. I KNOW he must have one best <a>hair</a>. Oh and best <a>economic policies</a> I almost forgot. Silly me. Too much scotch.,159,"['think', 'Romney', 'one', 'KNOW', 'must', 'one', 'best', 'hair', 'Oh', 'best', 'economic', 'policies', 'almost', 'forget', 'Silly', 'much', 'scotch']"
168," Gov <e>Romney</e> will be much better able to handl <a>business aspects of US government</a>, including unemployment and low wages. He won the debate!",151,"['Gov', 'Romney', 'much', 'better', 'able', 'handl', 'business', 'aspects', 'US', 'government', 'include', 'unemployment', 'low', 'wag', 'debate']"
169," I will admit this, <e>Romney</e> does have a fully decked staff of women on his cabinet, which shows he cares for <a>womens work rights</a>, to an extent",154,"['admit', 'Romney', 'fully', 'deck', 'staff', 'women', 'cabinet', 'show', 'care', 'womens', 'work', 'right', 'extent']"
170, @IJasonAlexander CBS Poll: <e>Romney</e> Wins 65-34 on <a>Economy</a>,70,"['IJasonAlexander', 'CBS', 'Poll', 'Romney', 'Wins', 'Economy']"
171, @seanhannity I hope that this debate has helped the undecided to realize that the change we need now is <e>Romney</e>.,119,"['seanhannity', 'hope', 'debate', 'help', 'undecided', 'realize', 'change', 'need', 'Romney']"
172," <e>Romney</e>, Ladies. He'll let you <a>leave work early</a> so you can go make dinner!",88,"['Romney', 'Ladies', 'let', 'leave', 'work', 'early', 'go', 'make', 'dinner']"
173, @_renefrancis <e>Romney</e> isn't taking away your <a>rights</a>. Stahp.,73,"['renefrancis', 'Romney', 'take', 'away', 'right', 'Stahp']"
174, But <e>Romney</e> does kinda have a sexy <a>voice</a>...,57,"['Romney', 'kinda', 'sexy', 'voice']"
175," I don't care if people hate me or not, but I'm definitely rooting for <e>Romney</e> in this election.",102,"['care', 'people', 'hate', 'definitely', 'root', 'Romney', 'election']"
176, I'm voting for Mitt <e>Romney</e> as president and praying for the Rapture. Hope one of them comes before the end of the year.,127,"['vote', 'Mitt', 'Romney', 'president', 'pray', 'Rapture', 'Hope', 'one', 'come', 'end', 'year']"
177, As us the fact that <e>Romney</e> is the only candidate that can <a>turn this economy around</a>. #lt #truth,109,"['us', 'fact', 'Romney', 'candidate', 'turn', 'economy', 'around', 'lt', 'truth']"
178, @Travesham @kesgardner <e>Romney</e> really won on <a>economy</a>. Most voters will be voting on that.,103,"['Travesham', 'kesgardner', 'Romney', 'really', 'economy', 'voters', 'vote']"
179, At least <e>Romney</e> <a>won</a>. LOL,39,"['least', 'Romney', 'LOL']"
180," @KarlRove @gretawire <e>Romney</e> did well, clear and direct.",63,"['KarlRove', 'gretawire', 'Romney', 'well', 'clear', 'direct']"
181," ""I'm voting for <e>Romney</e> because he's a <a>businessman</a>"" yes because a business is equal to a country, Lolz @ some voters #DemocracyProblems?",150,"['vote', 'Romney', 'businessman', 'yes', 'business', 'equal', 'country', 'Lolz', 'voters', 'DemocracyProblems']"
182, #Greta #bcca we have had atrocious job counts for last 4 years.  <e>Romney</e> has a <a>plan</a>.  Clear win!!!,112,"['Greta', 'bcca', 'atrocious', 'job', 'count', 'last', 'years', 'Romney', 'plan', 'Clear', 'win']"
183," @cavsfanaholic Yes, mostly leaning toward <e>Romney</e> because if his <a>5 (1) point plan</a>.",96,"['cavsfanaholic', 'Yes', 'mostly', 'lean', 'toward', 'Romney', 'point', 'plan']"
184,Ross Perot Endorses <e>Mitt Romney</e> For President http://t.co/uBBCua7B,73,"['Ross', 'Perot', 'Endorses', 'Mitt', 'Romney', 'President', 'http']"
185,Pray for <e>Mitt Romney</e>. Tonight's the presidential debate! May the LORD remove the scales from the eyes of the American people.,132,"['Pray', 'Mitt', 'Romney', 'Tonight', 'presidential', 'debate', 'May', 'LORD', 'remove', 'scale', 'eye', 'American', 'people']"
186,"@Talkmaster Ur response on the 47% great. What u speak is the truth. <e>Romney</e> just needs to speak the truth, and the truth shall set us free.",146,"['Talkmaster', 'Ur', 'response', 'great', 'u', 'speak', 'truth', 'Romney', 'need', 'speak', 'truth', 'truth', 'shall', 'set', 'us', 'free']"
187,"<e>Romney</e> hits 50%, leads by 4 in PPP/Daily Kos national poll: Widening. Last week, I approvingly linked... http://t.co/oIxzbgyG #tcot #gop",143,"['Romney', 'hit', 'lead', 'Kos', 'national', 'poll', 'Widening', 'Last', 'week', 'approvingly', 'link', 'http', 'tcot', 'gop']"
188,Poll Shows <e>Romney</e> Narrowing Gaps In Key Attributes http://t.co/lu7hZ3zt via @HuffPostPol,95,"['Poll', 'Shows', 'Romney', 'Narrowing', 'Gaps', 'Key', 'Attributes', 'http', 'via', 'HuffPostPol']"
189,<e>Romney</e> on the rise in Ohio The Columbus Dispatch - http://t.co/SnxMonw9,78,"['Romney', 'rise', 'Ohio', 'Columbus', 'Dispatch', 'http']"
190,"The Laconia, NH Citizen endorses <e>Romney</e>: ""The Time For Change Is Now."" Editorial here: http://t.co/93IoWIFL",114,"['Laconia', 'NH', 'Citizen', 'endorse', 'Romney', 'Time', 'Change', 'Editorial', 'http']"
191,Prediction: <e>Romney</e> wins Pa. Polls moving his way and fellow congregants at my liberal shul want a reason to vote R. http://t.co/8cr8eqlO,143,"['Prediction', 'Romney', 'win', 'Pa', 'Polls', 'move', 'way', 'fellow', 'congregants', 'liberal', 'shul', 'want', 'reason', 'vote', 'R', 'http']"
192,BREAKING: Perot endorses <e>Romney</e> Ryan in 2012 http://t.co/J8kPOuxq,72,"['BREAKING', 'Perot', 'endorse', 'Romney', 'Ryan', 'http']"
193,<e>Mitt</e>: I Won,18,['Mitt']
194,"Perot backs <e>Romney</e>, citing 'unsustainable course': Former presidential candidate Ross Per... http://t.co/7EZnuFYj (http://t.co/gvptTjwn)",143,"['Perot', 'back', 'Romney', 'cite', 'course', 'Former', 'presidential', 'candidate', 'Ross', 'Per', 'http', 'http']"
195,@<e>MittRomney</e> Good luck tonight <e>MittRomney</e>. Remember articulating conservatism without apology never loses.,119,"['MittRomney', 'Good', 'luck', 'tonight', 'MittRomney', 'Remember', 'articulate', 'conservatism', 'without', 'apology', 'never', 'lose']"
196,@andilinks Liberal MSM is ignorant of <e>Romney</e>'s debate skills.  <e>Romney</e> has gears he hasn't used against BO.,120,"['andilinks', 'Liberal', 'MSM', 'ignorant', 'Romney', 'debate', 'skills', 'Romney', 'gear', 'use', 'BO']"
197,Go <e>Mitt</e> we are behind you. We know you can debate!!!,59,"['Go', 'Mitt', 'behind', 'know', 'debate']"
198,H. Ross Perot: Endorses <e>Mitt Romney</e>. http://t.co/NpDW9hcD via @dmregister,80,"['H', 'Ross', 'Perot', 'Endorses', 'Mitt', 'Romney', 'http', 'via', 'dmregister']"
199, <a>NJ delegates</a> put <e>Romney</e> over the top as #RNC officially nominates him for president. Live blog: http://t.co/p2SlB90y #bieberforcrystal,149,"['NJ', 'delegate', 'put', 'Romney', 'top', 'RNC', 'officially', 'nominate', 'president', 'Live', 'blog', 'http', 'bieberforcrystal']"
200," @piersmorgan: Why I think <e>Romney</e> may win the Election, & why that may be no bad thing for America's economic recovery: http://t.co/B6GZnkZq",147,"['piersmorgan', 'think', 'Romney', 'may', 'win', 'Election', 'may', 'bad', 'thing', 'America', 'economic', 'recovery', 'http']"
201, <e>Obama </e>is practicing <a>acting passionate</a> & more aggressive for the<a> debate</a>.Why the need to practice or act what should come natural? #<e>Romney</e>2012,169,"['Obama', 'practice', 'act', 'passionate', 'aggressive', 'need', 'practice', 'act', 'come', 'natural']"
202, Mitt <e>Romney</e> in the <a>lead</a> .,40,"['Mitt', 'Romney', 'lead']"
203, Bring on the #Rapture. <a>Vote</a>  #<e>Romney</e> #Broncos,60,"['Bring', 'Rapture', 'Vote', 'Romney', 'Broncos']"
204, <a>Vote</a> Mitt <e>Romney</e>,31,"['Vote', 'Mitt', 'Romney']"
205, Mitt <e>Romney</e> donated $3 million to <a>charity </a>last year. Biden gave $353. the Democrats are somehow more in touch with the poor... #RomneyRyan,153,"['Mitt', 'Romney', 'donate', 'million', 'charity', 'last', 'year', 'Biden', 'give', 'Democrats', 'somehow', 'touch', 'poor', 'RomneyRyan']"
206, Can't wait to watch <e>Romney</e> make Obama look like a tard again tomorrow night #NOBAMA,91,"['Ca', 'wait', 'watch', 'Romney', 'make', 'Obama', 'look', 'like', 'tard', 'tomorrow', 'night', 'NOBAMA']"
207," As expected, <a>new poll</a> shows #independent voters favored #Ryan over #Biden by +11 points in #VPdebate. http://t.co/vTA2LiQz || #TCOT #<e>Romney</e>",154,"['expect', 'new', 'poll', 'show', 'independent', 'voters', 'favor', 'Ryan', 'Biden', 'point', 'VPdebate', 'http', 'TCOT', 'Romney']"
208," Honestly thought<e> Romney</e> has <a>debate skills</a> so I mean some people who think ""Obama should sock Romney"" need to stop. Support with reason.",150,"['Honestly', 'think', 'Romney', 'debate', 'skills', 'mean', 'people', 'think', 'Obama', 'sock', 'Romney', 'need', 'stop', 'Support', 'reason']"
209, I think <e>Romney</e> gone <a>win</a>,38,"['think', 'Romney', 'go', 'win']"
210, You are embarrassing yourself.<a> Bain Capital</a>  bought 51.8% of<a> Sensata</a>  years after<e> Romney</e> left @1979monica,127,"['embarrass', 'Bain', 'Capital', 'buy', 'Sensata', 'years', 'Romney', 'leave']"
211," @Jake_Gyllenhaal  Thanks for having the courage to say that as a <a>Democrat</a>, you support <e>Romney</e>.  #RomneyRyan2012",126,"['Jake_Gyllenhaal', 'Thanks', 'courage', 'say', 'Democrat', 'support', 'Romney']"
212, Unions say same thing in MA for Warren or they r fined @NBCNewsBusiness Koch brothers to workers <a>Vote</a> <e>Romney</e> or else http://t.co/S1fpdtw5â€,155,"['Unions', 'say', 'thing', 'Warren', 'r', 'fin', 'NBCNewsBusiness', 'Koch', 'brothers', 'workers', 'Vote', 'Romney', 'else', 'http']"
213, Thanks be to God: <e>Romney</e> <a>surging</a> http://t.co/zBn6lmob,68,"['Thanks', 'God', 'Romney', 'surge', 'http']"
214, Mitt <e>Romney</e> is the only ONE who can put our <a>country</a> back on right track Facts Are Clear: http://t.co/XrvgyBiF via @youtube,137,"['Mitt', 'Romney', 'ONE', 'put', 'country', 'back', 'right', 'track', 'Facts', 'Clear', 'http', 'via', 'youtube']"
215," With a <e>Romney</e> presidency, we will have an abundance of cheap energy to <a>grow the economy</a>, create jobs, and prosperity for all Americans!!!",152,"['Romney', 'presidency', 'abundance', 'cheap', 'energy', 'grow', 'economy', 'create', 'job', 'prosperity', 'Americans']"
216, @gretawire <e>Romney</e> all the way.,38,"['gretawire', 'Romney', 'way']"
217, <a>Tyler Perry</a> killing people in movies now ... <e>Romney</e> bout to win lmao !!!,87,"['Tyler', 'Perry', 'kill', 'people', 'movies', 'Romney', 'bout', 'win', 'lmao']"
218," Mitt <e>Romney</e>, I would<a> vote</a> for you, but see the way my <a>financial aid </a>is set up...",102,"['Mitt', 'Romney', 'would', 'vote', 'see', 'way', 'financial', 'aid', 'set']"
219," Yes, <a>Blacks</a> Do Support <e>Romney</e>--Because They Care About America's Future, Not One Man's Ego http://t.co/UMg6xbwJ via @BreitbartNews",145,"['Yes', 'Blacks', 'Support', 'Romney', 'Care', 'America', 'Future', 'One', 'Man', 'Ego', 'http', 'via', 'BreitbartNews']"
220," <e>Romney</e> closing gap in Ohio as <e>poll numbers</e>, crowds rise http://t.co/JgTnEu6t",91,"['Romney', 'close', 'gap', 'Ohio', 'poll', 'number', 'crowd', 'rise', 'http']"
221, I hope <e>Romney</e> wins the <a>election</a> this year. He definitely has my <a>vote</a>.,91,"['hope', 'Romney', 'win', 'election', 'year', 'definitely', 'vote']"
222, Please <a>win</a> @Mitt <e>Romney</e> ..please ._.,51,"['Please', 'win', 'Mitt', 'Romney', 'please']"
223,"<a> Voting</a> for <e>Romney</e>, I have my reasons.",52,"['Voting', 'Romney', 'reason']"
224, PPP Poll: <e>Romney</e> Surges to Gain <a>Lead in Florida</a>:  http://t.co/agtceQrY #tcot,91,"['PPP', 'Poll', 'Romney', 'Surges', 'Gain', 'Lead', 'Florida', 'http', 'tcot']"
225, Bidenâ€™s Teeth Are So <a>White</a> That Theyâ€™re Voting For <e>Romney</e> http://t.co/kGatPDm1 via @TheDailyRefried #latism,126,"['Teeth', 'White', 'Voting', 'Romney', 'http', 'via', 'TheDailyRefried', 'latism']"
226, @PhilipGriffith Just <a>vote</a> for <e>Romney</e> and Ryan and yiu won't have to worry about it.,98,"['PhilipGriffith', 'vote', 'Romney', 'Ryan', 'yiu', 'wo', 'worry']"
227, #<e>Romney</e> He is the <a>best</a>!!,39,"['Romney', 'best']"
